glottocode;iso_code;wals_code;language;genus;family;longitude;latitude;area;continent;macroarea;macrocontinent.3;macrocontinent.4;circumpacific
kusu1250;kgg;kus;Kusunda;Kusunda;Kusunda;84,66667;28;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
kute1249;kut;kut;Kutenai;Kutenai;Kutenai;-116;49,5;Basin_and_Plains;E_N_America;North America;nw;nw;yes
kwai1243;kwd;kwa;Kwaio;Oceanic;Austronesian;161;-8,95;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
kwak1269;kwk;kwk;Kwakw'ala;Northern Wakashan;Wakashan;-127;51;Alaska-Oregon;W_N_America;North America;nw;nw;yes
kwam1252;tnk;kwr;Kwamera;Oceanic;Austronesian;169,41667;-19,58333;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
kwar1239;kwf;;Kwara'Ae;Oceanic;Austronesian;160,8;-8,76;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
kwaz1243;xwa;kwz;Kwazá;Kwaza;Kwaza;-60,66667;-12,58333;NE_South_America;S_America;South America;nw;nw;yes
nucl1595;kwe;kwb;Kwerba;Kwerba;Kwerba;138,5;-2,25;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
kwom1262;kmo;kwo;Kwoma;Middle Sepik;Sepik;142,75;-4,16667;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
nucl1593;kwo;kwt;Kwomtari;Kwomtari;Kwomtari-Baibai;141,5;-3,5;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
laal1242;gdm;laa;Laal;Laal;Laal;17,66667;10;African_Savannah;Africa;Africa;ow;afr;no
lach1248;lbt;lch;Lachi;Kadai;Tai-Kadai;104,83333;22,66667;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
lada1244;lbj;lad;Ladakhi;Bodic;Sino-Tibetan;78;34;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
lafo1243;laf;laf;Lafofa;Tegem;Niger-Congo;31,25;10,25;African_Savannah;Africa;Africa;ow;afr;no
lahu1253;lhu;lah;Lahu;Burmese-Lolo;Sino-Tibetan;98,16667;20;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
haka1240;cnh;lai;Lai;Kuki-Chin;Sino-Tibetan;93,66667;22,66667;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
lakk1252;lbe;lak;Lak;Lak-Dargwa;Nakh-Daghestanian;47,16667;42,16667;Greater_Mesopotamia;W_&_SW_Eurasia;Eurasia;ow;eur;no
lako1247;lkt;lkt;Lakhota;Siouan;Siouan;-101,83333;43,83333;Basin_and_Plains;E_N_America;North America;nw;nw;yes
xish1235;ywt;lal;Lalo;Burmese-Lolo;Sino-Tibetan;100,25;25;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
lang1324;laj;lan;Lango;Nilotic;Nilo-Saharan;33;2,16667;S_Africa;Africa;Africa;ow;afr;no
laoo1244;lao;lao;Lao;Kam-Tai;Tai-Kadai;103;18;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
lara1258;lrg;lar;Laragia;Laragiyan;Australian;130,83333;-12,66667;N_Australia;Australia;Australia;pac;pac;yes
latv1249;lav;lat;Latvian;Baltic;Indo-European;24;57;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
lavu1241;lvk;lav;Lavukaleve;Lavukaleve;Solomons East Papuan;159,2;-9,08333;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
lele1276;lln;lel;Lele;East Chadic;Afro-Asiatic;15,58333;9,08333;African_Savannah;Africa;Africa;ow;afr;no
lepc1244;lep;lep;Lepcha;Lepcha;Sino-Tibetan;88,5;27,16667;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
leti1246;lti;let;Leti;Central Malayo-Polynesian;Austronesian;127,66667;-8,2;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
lezg1247;lez;lez;Lezgian;Lezgic;Nakh-Daghestanian;47,83333;41,66667;Greater_Mesopotamia;W_&_SW_Eurasia;Eurasia;ow;eur;no
ligb1244;lig;;Ligbi;Western Mande;Niger-Congo;-2,56;7,94;African_Savannah;Africa;Africa;ow;afr;no
nucl1327;lmc;lml;Limilngan;Limilngan;Australian;131,91667;-12,5;N_Australia;Australia;Australia;pac;pac;yes
ling1263;lin;lin;Lingala;Bantoid;Niger-Congo;18,5;2;S_Africa;Africa;Africa;ow;afr;no
lisu1250;lis;lis;Lisu;Burmese-Lolo;Sino-Tibetan;98;26;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
lith1251;lit;lit;Lithuanian;Baltic;Indo-European;24;55;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
loka1252;yaz;;Lokaa;Cross River;Niger-Congo;8,09;5,91;African_Savannah;Africa;Africa;ow;afr;no
lolo1259;ycl;;Lolopo;Burmese-Lolo;Sino-Tibetan;101,3;25,50;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
lugb1240;lgg;lug;Lugbara;Moru-Ma'di;Nilo-Saharan;30,91667;3,08333;S_Africa;Africa;Africa;ow;afr;no
luis1253;lui;lui;Luiseño;Takic;Uto-Aztecan;-117,16667;33,33333;California;W_N_America;North America;nw;nw;yes
lund1266;lun;lbu;Lunda;Bantoid;Niger-Congo;24;-10,66667;S_Africa;Africa;Africa;ow;afr;no
luok1236;luo;luo;Luo;Nilotic;Nilo-Saharan;34,75;-0,5;S_Africa;Africa;Africa;ow;afr;no
luva1239;lue;luv;Luvale;Bantoid;Niger-Congo;22;-12;S_Africa;Africa;Africa;ow;afr;no
masa1300;mas;maa;Maasai;Nilotic;Nilo-Saharan;36;-3;S_Africa;Africa;Africa;ow;afr;no
maba1277;mde;mab;Maba;Maban;Nilo-Saharan;20,83333;13,75;African_Savannah;Africa;Africa;ow;afr;no
mace1250;mkd;mcd;Macedonian;Slavic;Indo-European;21,75;41,66667;Europe;W_&_SW_Eurasia;Eurasia;ow;eur;no
macu1260;myy;mcn;Macuna;Tucanoan;Tucanoan;-70,16667;-0,33333;NE_South_America;S_America;South America;nw;nw;yes
macu1259;mbc;mac;Macushi;Cariban;Cariban;-60;4;NE_South_America;S_America;South America;nw;nw;yes
madi1260;mhi;mad;Ma'di;Moru-Ma'di;Nilo-Saharan;31,5;3,25;S_Africa;Africa;Africa;ow;afr;no
mail1248;mgu;mgi;Magi;Mailuan;Trans-New Guinea;149,33333;-10,33333;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
nort2952;nmu;mne;Maidu (Northeast);Maiduan;Penutian;-120,66667;40;Basin_and_Plains;W_N_America;North America;nw;nw;yes
nucl1594;zrs;mrs;Mairasi;Mairasi-Tanahmerah;Trans-New Guinea;134;-3,5;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
maka1318;myh;mak;Makah;Southern Wakashan;Wakashan;-124,66667;48,33333;Alaska-Oregon;W_N_America;North America;nw;nw;yes
maka1316;mkz;mkj;Makasae;Makasae-Fataluku-Oirata;Timor-Alor-Pantar;126,5;-8,66667;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
makl1246;mgf;mkl;Maklew;Bulaka River;Bulaka River;139,41667;-7,66667;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
makh1264;mgh;mua;Makua;Bantoid;Niger-Congo;38,66667;-15;S_Africa;Africa;Africa;ow;afr;no
plat1254;plt;mal;Malagasy;Barito;Austronesian;47;-20;Southeast_Asia;S_&_SE_Asia;Africa;ow;eur;no
mull1237;mpb;mlk;Malakmalak;Northern Daly;Australian;130,41667;-13,41667;N_Australia;Australia;Australia;pac;pac;yes
mala1464;mal;mym;Malayalam;Southern Dravidian;Dravidian;76,5;10;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
male1282;pkt;;Maleng;Viet-Muong;Austro-Asiatic;105,53;17,91;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
mali1284;gcc;mli;Mali;Baining;Baining-Taulil;152,25;-4,83333;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
malt1254;mlt;mlt;Maltese;Semitic;Afro-Asiatic;14,41667;35,91667;Europe;W_&_SW_Eurasia;Eurasia;ow;afr;no
mamc1234;mvc;mam;Mam;Mayan;Mayan;-91,83333;15;Mesoamerica;C_America;North America;nw;nw;yes
mamv1243;mdi;mmv;Mamvu;Mangbutu-Efe;Nilo-Saharan;29;3,25;S_Africa;Africa;Africa;ow;afr;no
mala1481;xmm;mds;Manadonese;Malayo-Sumbawan;Austronesian;124,83333;1,5;Oceania;NG_&_Oceania;Papunesia;ow;eur;no
mana1295;mva;mnm;Manam;Oceanic;Austronesian;145;-4;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
manc1252;mnc;mnc;Manchu;Tungusic;Altaic;127,5;49,5;Inner_Asia;NC_Asia;Eurasia;ow;eur;yes
mand1446;mhq;mdn;Mandan;Siouan;Siouan;-102,5;46,5;Basin_and_Plains;E_N_America;North America;nw;nw;yes
mand1415;cmn;mnd;Mandarin;Chinese;Sino-Tibetan;110;34;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
mand1436;mnk;mdk;Mandinka;Western Mande;Niger-Congo;-15,66667;13;African_Savannah;Africa;Africa;ow;afr;no
mang1381;mpc;myi;Mangarrayi;Mangarrayi;Australian;133,5;-14,66667;N_Australia;Australia;Australia;pac;pac;yes
mang1394;mdj;mbt;Mangbetu;Mangbetu;Nilo-Saharan;26,5;2,5;S_Africa;Africa;Africa;ow;afr;no
west2500;mlq;maw;Maninka (Western);Western Mande;Niger-Congo;-11;13;African_Savannah;Africa;Africa;ow;afr;no
mans1258;mns;mns;Mansi;Ugric;Uralic;62;62;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
maor1246;mri;mao;Maori;Oceanic;Austronesian;176;-40;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
mapu1245;arn;map;Mapudungun;Araucanian;Araucanian;-72;-38;Andean;S_America;South America;nw;nw;yes
mara1386;zmr;mku;Maranungku;Western Daly;Australian;130;-13,66667;N_Australia;Australia;Australia;pac;pac;yes
mara1396;mgb;;Mararit;Taman;Nilo-Saharan;21,64;14,09;African_Savannah;Africa;Africa;ow;afr;no
mara1378;mar;mhi;Marathi;Indic;Indo-European;76;19;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
marg1265;mrt;mrg;Margi;Biu-Mandara;Afro-Asiatic;13;11;African_Savannah;Africa;Africa;ow;afr;no
east2328;mhr;mme;Mari (Meadow);Mari;Uralic;48;57;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
mari1440;mrc;mar;Maricopa;Yuman;Hokan;-113,16667;33,16667;Basin_and_Plains;E_N_America;North America;nw;nw;yes
nucl1622;mrz;mrd;Marind;Marind Proper;Marind;140,16667;-7,83333;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
mari1424;mfr;mrh;Marrithiyel;Western Daly;Australian;130;-13,83333;N_Australia;Australia;Australia;pac;pac;yes
mart1255;vma;mrt;Martuthunira;Pama-Nyungan;Australian;116,5;-20,83333;S_Australia;Australia;Australia;pac;pac;yes
masa1322;mcn;mas;Masa;Masa;Afro-Asiatic;15,5;10,5;African_Savannah;Africa;Africa;ow;afr;no
ngil1242;jle;msk;Masakin;Talodi Proper;Niger-Congo;30;10,66667;African_Savannah;Africa;Africa;ow;afr;no
nucl1440;mls;msl;Masalit;Maban;Nilo-Saharan;22;13,33333;African_Savannah;Africa;Africa;ow;afr;no
mass1263;mvs;;Massep;Kwerba;Kwerba;138,29;-1,75;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
maun1240;mph;mau;Maung;Iwaidjan;Australian;133,5;-11,91667;N_Australia;Australia;Australia;pac;pac;yes
maxa1247;mbl;max;Maxakalí;Maxakalí;Macro-Ge;-40;-18;SE_South_America;S_America;South America;nw;nw;yes
maya1285;yan;;Sumu;Misumalpan;Misumalpan;-84,34;14,13;Mesoamerica;C_America;North America;nw;nw;yes
maib1239;ayz;may;Maybrat;North-Central Bird's Head;West Papuan;132,5;-1,33333;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
chiq1250;maq;mzc;Mazatec (Chiquihuitlán);Popolocan;Oto-Manguean;-96,91667;17,75;Mesoamerica;C_America;North America;nw;nw;yes
huau1238;mau;mzh;Mazatec (Huautla);Popolocan;Oto-Manguean;-96,83333;18,25;Mesoamerica;C_America;North America;nw;nw;yes
gbay1281;gmm;mdo;Mbodomo;Gbaya-Manza-Ngbaka;Niger-Congo;15,5;4,5;African_Savannah;Africa;Africa;ow;afr;no
mbum1254;mdd;mbm;Mbum;Adamawa;Niger-Congo;13,16667;7,75;African_Savannah;Africa;Africa;ow;afr;no
mani1292;mni;mei;Meithei;Kuki-Chin;Sino-Tibetan;94;24,75;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
saki1248;skf;mek;Mekens;Tupari;Tupian;-61,5;-12,5;NE_South_America;S_America;South America;nw;nw;yes
mend1266;men;mde;Mende;Western Mande;Niger-Congo;-11,5;7,83333;African_Savannah;Africa;Africa;ow;afr;no
meri1244;ulk;mer;Meryam Mir;Western Fly;Western Fly;144,08333;-9,91667;N_Australia;Australia;Papunesia;pac;pac;yes
meya1236;mej;mea;Meyah;East Bird's Head;East Bird's Head;133,5;-1,16667;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
iumi1238;ium;mie;Mien;Hmong-Mien;Hmong-Mien;111;25;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
tama1331;tma;mii;Miisiirii;Taman;Nilo-Saharan;22;13,5;African_Savannah;Africa;Africa;ow;afr;no
karb1241;mjw;mik;Mikir;Kuki-Chin;Sino-Tibetan;93,5;26,33333;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
mina1268;min;min;Minangkabau;Malayo-Sumbawan;Austronesian;101;-1;Southeast_Asia;S_&_SE_Asia;Papunesia;ow;eur;no
misk1235;miq;mis;Miskito;Misumalpan;Misumalpan;-83,66667;14;Mesoamerica;C_America;North America;nw;nw;yes
sout2985;skd;mss;Miwok (Southern Sierra);Miwok;Penutian;-120;37,5;California;W_N_America;North America;nw;nw;yes
isth1238;mir;;Mixe (Isthmus);Mixe-Zoque;Mixe-Zoque;-95,07;16,95;Mesoamerica;C_America;North America;nw;nw;yes
