language;glottocode;WordOrder.binned5;WordOrder.SO;WordOrder.binned7;WordOrder.S_first;MorphMarking;HeadMarking;DependentMarking;Sources
Wichita;wich1260;nd;no;no dom.;no;yes;yes;no;Rood 1996: 587-588
Wintu;wint1259;nd;no;no dom.;no;yes;;yes;Pitkin 1984: 215-216, Nichols 1992
Wiyot;wiyo1248;nd;no;no dom.;no;yes;yes;;Teeter 1964: 70-71, 102
Woisika;kama1365;V3;no;no dom.;no;yes;yes;no;Stokhof 1982
Wolio;woli1241;V1;yes;VSO;yes;yes;yes;;Anceaux 1952: 57
Womo;womo1238;nd;no;no dom.;no;yes;yes;;Donohue 2005a
Yagua;yagu1244;nd;no;no dom.;no;yes;yes;yes;Payne 1985, Everett 1989, Payne and Payne 1990
Yahgan;yama1264;SVO;yes;SVO;yes;yes;yes;;Adelaar 2004: 567-578
Yakoma;yako1252;SVO;yes;SVO;yes;yes;yes;;Boyeldieu 1995: 114
Yalunka;yalu1240;V3;yes;SOV;yes;no;no;no;Lüpke 2005: 76
Yaminahua;yami1256;V3;yes;SOV;yes;yes;no;yes;Faust and Loos 2000: 80
Yana;yana1271;V1;no;no dom.;no;yes;yes;;Mithun 2001: 564-566
Yaouré;yaou1238;V3;yes;SOV;yes;no;no;no;Hopkins 1987: 23, 27, 29, 30, 48-49
Yapese;yape1248;V1;yes;VSO;yes;yes;yes;no;Jensen 1977: 136-137
Yaqay;yaqa1246;V3;yes;SOV;yes;yes;yes;;Voorhoeve 1975: 361-362, Boelaars 1950
Yaqui;yaqu1251;V3;yes;SOV;yes;yes;;yes;Guerrero Valenzuela 2004, Comrie 2005
Yareba;yare1248;V3;yes;SOV;yes;yes;yes;yes;Weimer and Weimer 1964: 489, 493, 495
Yaruro;pume1238;V3;yes;SOV;yes;yes;yes;yes;Mosonyi et al 2000c: 556, 557
Yavitero;yavi1244;V1;no;no dom.;no;yes;yes;;Mosonyi et al 2000a: 624, 644
Yawa;nucl1454;V3;yes;SOV;yes;yes;yes;yes;Siewierska 2005: 414, Jones 1986ab
Yawelmani;yoku1256;nd;no;no dom.;no;yes;no;yes;Archangeli 1984: 311-318, Nichols 1992
Yei;yeii1239;V3;yes;SOV;yes;yes;yes;yes;Boelaars 1950: 50-54
Yelî Dnye;yele1255;V3;yes;SOV;yes;yes;yes;yes;Henderson 1995
Yessan-Mayo;yess1239;V3;yes;SOV;yes;yes;no;yes;Nichols 1992, Foreman 1974: 90
Yidiny;yidi1250;V3;yes;SOV;yes;yes;;yes;Dixon 1977: 255, Comrie 2005
Yimas;yima1243;nd;no;no dom.;no;yes;yes;no;Foley 1991
Yingkarta;ying1247;SVO;yes;SVO;yes;yes;;yes;Dench 1998: 59-68
Yoke;yoke1238;SVO;yes;SVO;yes;yes;yes;;Clouse, Donohue, Ma 2002: 7-8
Yoruba;yoru1245;SVO;yes;SVO;yes;yes;yes;no;Welmers 1973: 127-128, Bamgbose 1966
Yucatec;yuca1254;V1;no;no dom.;no;yes;yes;;Bolles and Bolles 2004, Brody 2004
Yuchi;yuch1247;V3;yes;SOV;yes;yes;yes;no;Linn 2000: 118-119, 163
Yukaghir (Kolyma);sout2750;V3;yes;SOV;yes;yes;yes;yes;Maslova 2003: 3-4, 9-10, Comrie 2005
Yuki;yuki1243;nd;no;no dom.;no;yes;;yes;Kroeber 1911: 355, 372, Kroeber 1906: 76-77
Yukulta;gang1267;SVO;yes;SVO;yes;yes;yes;yes;Keen 1983, Denniss 2007, Nichols 1992
Yup'ik (Central);cent2127;nd;no;no dom.;no;yes;yes;yes;Reed et al 1977: 64, 82-83, Comrie 2005
Yuracare;yura1255;nd;no;no dom.;no;yes;yes;;van Gijn 2006: 8-12
Yurok;yuro1248;nd;no;no dom.;no;yes;yes;no;Robins 1958: 23, 30-, 69-, Blevins 2008
Zande;zand1248;SVO;yes;SVO;yes;no;no;no;Gore 1926: 24-25, 28
Zaparo;zapa1253;SVO;yes;SVO;yes;no;no;no;Peeke 1991: 9, 22
Zapotec (Isthmus);isth1244;V1;yes;VSO;yes;no;no;no;Rosenbaum 1974
Zapotec (Quiegolani);sant1451;V1;yes;VSO;yes;no;no;no;Black 2000: 45, 46
Zapotec (Sierra de Juarez)/Zapotec (Macuiltianguis);sier1250;V1;yes;VSO;no;no;no;no;Foreman 2006: 225-
Zapotec (Tlacolulita);tlac1240;V1;yes;VSO;yes;no;no;no;Lillehaugen 2006
Zapotec (Yalálag);yala1267;V1;yes;VSO;yes;no;no;no;Becerra 2004: 60-65
Zapotec (Yatzachi);yatz1235;V1;yes;VSO;yes;yes;yes;no;Butler 1980: 141-149
Zapotec (Zoogocho);zoog1238;V1;yes;VSO;yes;yes;yes;no;Sonnenschein 2005: 43-45, 219, 220, 226, 260
Zhuang (Northern);guib1245;SVO;yes;SVO;yes;no;no;no;Bodomo 2007
Zoque (Chimalapa);chim1300;SVO;yes;SVO;yes;yes;yes;no;Johnson 2000: 14-15
Zoque (Copainalá);copa1236;V1;no;VOS;no;yes;yes;yes;Harrison & Harrison 1984: 42-, Comrie 2005
Zoulei;aoua1234;SVO;yes;SVO;yes;no;no;no;Li, Li & Luo 2014
Zulu;zulu1248;SVO;yes;SVO;yes;yes;yes;no;Canonici 1995: 24, 25
Zuni;zuni1245;V3;yes;SOV;yes;yes;yes;no;Nichols 1997: 6-7
